x,y,shot_statsbomb_xg,body_part_name,outcome_name,distance,angle
103.3,44.6,0.06957128,Right Foot,Blocked,98.66716576450345,0.05671124683635837
114.0,32.4,0.1273561,Head,Off T,114.89210416734475,0.04858853736115265
113.8,42.7,0.16972353,Head,Off T,107.10756089091004,0.04934067789692226
111.7,42.4,0.44097158,Left Foot,Goal,105.88447289381007,0.05068219194897633
108.7,40.1,0.060599968,Head,Off T,105.59607757866767,0.052466922372085056
101.8,44.9,0.06390779,Right Foot,Saved,97.47507168502108,0.05787504719387236
117.0,28.1,0.018656503,Head,Wayward,120.11280364723821,0.04663762174723436
111.8,35.3,0.14799254,Left Foot,Blocked,111.25767209500655,0.050100404258645925
107.7,34.4,0.3704533,Right Foot,Saved,109.34716091421852,0.05241537355124969
103.9,56.1,0.036253028,Left Foot,Off T,90.60898189473271,0.05700433297634866
102.5,52.6,0.056231674,Left Foot,Goal,92.1500168204,0.05812678362451086
99.4,56.2,0.02668288,Left Foot,Saved,87.40313266697024,0.061164289744909194
109.7,53.0,0.13531347,Right Foot,Blocked,96.92575302776864,0.052231444903339995
116.6,34.1,0.11360259,Head,Off T,115.3194415525847,0.04729474669675454
116.2,42.2,0.1947324,Head,Goal,109.13849733251783,0.04782908820057824
98.3,52.0,0.064184494,Left Foot,Blocked,89.79225801816101,0.0617606270193617
111.0,44.0,0.091646455,Head,Saved,104.23720832792866,0.051219447587010726
97.1,46.0,0.041051574,Left Foot,Blocked,93.67685733413563,0.061743220611685606
102.5,49.9,0.051537734,Left Foot,Goal,94.1428467808362,0.05791957172072034
40.0,45.7,0.004130807,Right Foot,Saved,74.30077792324923,0.09843789347914021
100.2,42.9,0.057224557,Left Foot,Saved,98.02806536905642,0.05874493859647542
113.4,38.0,0.22981732,Head,Off T,110.27958831986997,0.04936967353372159
101.3,42.6,0.07305303,Left Foot,Blocked,98.9456901537404,0.0578851926102794
114.3,29.7,0.12096324,Right Foot,Blocked,117.15468236481203,0.04816899020707906
107.5,40.1,0.04363723,Head,Off T,104.81543588613273,0.05325084087784486
113.1,28.2,0.1538112,Left Foot,Goal,117.5613609992671,0.04862987666388323
112.2,29.8,0.30000883,Left Foot,Saved,115.7501257018756,0.04928981822987094
102.5,40.2,0.025620336,Head,Blocked,101.57216941662712,0.05663229331715529
97.0,26.8,0.027122034,Left Foot,Blocked,109.42630213984205,0.056976971787523846
100.8,31.2,0.03751865,Left Foot,Blocked,107.81252060869369,0.05592851619345733
94.4,47.5,0.028897893,Left Foot,Saved,90.84446928679809,0.06432178843723693
95.8,40.3,0.048145216,Right Foot,Blocked,97.48738174758823,0.061395848744695496
102.2,51.2,0.045629695,Left Foot,Blocked,92.97683367377059,0.05828159175431143
110.7,50.7,0.15424673,Right Foot,Blocked,99.24299269973675,0.05152892478799035
111.4,38.3,0.17912224,Head,Off T,108.72680258335569,0.05060359787564318
93.1,32.5,0.026436986,Right Foot,Saved,102.5284526363292,0.06093210448067885
115.5,30.6,0.18142118,Left Foot,Saved,117.23508689807844,0.04762427457031829
112.4,47.7,0.1681818,Left Foot,Saved,102.55923946675892,0.050336872993437316
101.7,41.2,0.068824455,Left Foot,Goal,100.29158289707068,0.057360171546607705
105.9,39.8,0.072080754,Left Foot,Blocked,104.01815995296207,0.05427232805722586
103.8,51.1,0.06182509,Right Foot,Off T,94.13367941390584,0.056941322599645426
112.7,37.9,0.15743414,Head,Off T,109.8874496928562,0.049783007315174536
101.9,58.1,0.023533026,Right Foot,Off T,87.78056504716749,0.058838161401902254
113.8,45.4,0.16896226,Right Foot,Goal,105.17556560342331,0.04938478707193131
116.1,38.6,0.3056659,Head,Wayward,111.66482704952352,0.04780117435054959
103.1,35.5,0.06698707,Left Foot,Blocked,105.66401279527481,0.055410260460173964
90.9,34.5,0.0419699,Right Foot,Off T,99.67842093452325,0.06299206809263468
101.0,27.2,0.068962805,Right Foot,Goal,111.2404404881606,0.054899379676141016
107.3,53.4,0.09082136,Right Foot,Post,94.92486291799425,0.054131119258721105
105.9,42.4,0.15830496,Right Foot,Saved,102.02694546050078,0.05458466629732411
96.2,47.9,0.027073873,Right Foot,Blocked,91.62522360136427,0.06288351548615113
108.6,41.4,0.1361084,Right Foot,Blocked,104.54990961258646,0.05265229284296039
94.9,46.8,0.03774876,Left Foot,Blocked,91.70440338391609,0.06373024634861438
99.8,33.8,0.04994738,Left Foot,Blocked,105.10594464634244,0.0571239176068304
112.8,24.6,0.01567179,Left Foot,Blocked,120.21072997033168,0.04833229495816001
117.0,47.2,0.13461363,Left Foot,Saved,106.21353774354755,0.04725799024093122
114.1,32.7,0.06691165,Left Foot,Blocked,114.72839055787368,0.04856061527788009
93.8,41.8,0.040328264,Right Foot,Off T,95.11245764882747,0.06328579880231346
101.3,30.6,0.104605675,Left Foot,Off T,108.59028317487713,0.055502691726150466
110.6,39.8,0.3197491,Right Foot,Goal,107.072515614419,0.05122207200476445
90.5,35.5,0.04573942,Left Foot,Blocked,98.61518949938697,0.0636051946916127
112.2,43.1,0.16597773,Head,Wayward,105.71500177363666,0.050386862503872885
97.2,34.9,0.07932068,Left Foot,Blocked,102.72712202724264,0.059036022987773704
113.6,56.5,0.012394485,Right Foot,Wayward,97.46473003091938,0.04896158658050223
112.1,32.9,0.063872784,Head,Saved,113.28708487731511,0.04968946795350416
103.6,40.4,0.15727945,Right Foot,Blocked,102.10036043031386,0.055908162622154645
102.2,29.5,0.045265324,Left Foot,Off T,110.00682524280029,0.05474786668757493
102.3,49.2,0.04911825,Right Foot,Off T,94.53258485834395,0.05801564755802734
98.3,52.5,0.06397319,Left Foot,Saved,89.41420245128847,0.06182672872272005
101.3,29.1,0.05946907,Right Foot,Off T,109.82850085474172,0.05516790949431622
109.4,31.2,0.046457313,Head,Off T,112.91194622359497,0.05099459515638914
108.1,39.1,0.070164755,Right Foot,Blocked,105.96623801947486,0.05275211531924306
102.0,41.1,0.057932165,Right Foot,Blocked,100.55588297061492,0.05713154723883056
100.6,33.2,0.04129878,Left Foot,Off T,106.05622848281944,0.056495465525087975
108.3,46.6,0.09013731,Right Foot,Off T,100.493828666242,0.053222402849775176
109.3,39.0,0.4531274,Left Foot,Saved,106.82101665870813,0.05197583934835556
103.8,32.1,0.06609147,Left Foot,Blocked,108.81337050197463,0.05434994921722014
105.0,25.1,0.042491257,Right Foot,Saved,115.21859919301224,0.05233278535899678
111.6,49.1,0.15519324,Right Foot,Off T,101.005809733896,0.05089323387286963
105.4,52.6,0.08913044,Right Foot,Saved,94.15151406111323,0.055683172651833215
111.7,45.7,0.11785503,Head,Saved,103.49034544342771,0.050800728397044796
114.8,32.4,0.41583925,Left Foot,Off T,115.41134952854507,0.048152551640727154
100.2,57.3,0.025486808,Right Foot,Off T,87.1572234527925,0.060451753269153564
107.8,38.6,0.038136665,Head,Off T,106.15563856903694,0.052888435971589626
94.7,45.3,0.03797323,Right Foot,Saved,92.78734612003946,0.0635251497133465
101.0,50.6,0.052133597,Left Foot,Wayward,92.62265165714055,0.05923881656076041
92.5,49.6,0.037801396,Left Foot,Blocked,88.02400581659529,0.06652603345174771
101.4,29.1,0.03626696,Left Foot,Saved,109.8846558897101,0.055111589959433535
108.3,46.6,0.07884668,Right Foot,Saved,100.493828666242,0.053222402849775176
90.6,38.4,0.033487294,Left Foot,Saved,96.19482106641708,0.06455400176305322
57.9,20.6,0.004744799,Left Foot,Saved,101.05967346078256,0.07121584313181863
115.1,29.3,0.07456455,Left Foot,Blocked,117.97323255722037,0.04771334733216112
106.6,24.8,0.04363354,Right Foot,Off T,116.37870767455703,0.05145732147918671
100.1,33.9,0.053870168,Left Foot,Off T,105.19602463971725,0.05696020954911179
96.7,32.2,0.032498784,Right Foot,Saved,104.70148805055257,0.05863175037864459
88.6,44.5,0.017997747,Left Foot,Off T,89.97429410670583,0.06827548878607491
108.1,30.5,0.08037411,Left Foot,Saved,112.66891141748019,0.05161768383481834
91.7,41.0,0.047732294,Left Foot,Saved,94.60000845665925,0.06462509736105465
116.5,29.1,0.06139338,Left Foot,Saved,119.0260290860785,0.04697667679570806
112.6,42.6,0.10781629,Head,Off T,106.35320211446385,0.050107400615951765
107.1,30.2,0.22716096,Left Foot,Goal,112.30402308020848,0.05212723701627957
115.1,30.2,0.20898964,Left Foot,Saved,117.2827080178489,0.04779821637752341
97.6,49.2,0.044519193,Right Foot,Blocked,91.48597488139916,0.0619405483365515
99.6,51.1,0.01992774,Right Foot,Saved,91.32367491510621,0.060496661150285604
96.5,32.0,0.041129347,Right Foot,Blocked,104.76061091841724,0.05869876171614324
107.2,32.3,0.08300531,Right Foot,Goal,110.69300610246341,0.05240196880121704
106.5,41.3,0.05040036,Left Foot,Off T,103.25345321101857,0.05405046904955151
109.0,32.7,0.44277996,Right Foot,Goal,111.4868853273783,0.051423665612269534
114.0,33.9,0.20163552,Left Foot,Blocked,113.7525630480474,0.048718947853023845
118.5,28.9,0.013960704,Left Foot,Saved,120.47802953235913,0.045952475051548924
108.0,39.8,0.7835,Left Foot,Goal,105.36790592965204,0.05289173708855698
102.8,45.5,0.025156217,Right Foot,Blocked,97.65710214828208,0.05720001381217263
112.4,35.4,0.18298244,Right Foot,Saved,111.57180468200735,0.049760127435564794
104.3,34.8,0.08608912,Left Foot,Blocked,106.94563852724431,0.054538424662180174
108.1,33.3,0.04752446,Left Foot,Saved,110.4577910334984,0.05202624457689942
105.9,33.5,0.10624492,Left Foot,Blocked,108.94947269262023,0.05335252525384141
110.9,32.1,0.03460866,Head,Off T,113.14392427346685,0.050271993097191534
103.9,54.9,0.054783225,Left Foot,Saved,91.45921276722208,0.056998384320809524
111.8,39.3,0.38601032,Head,Off T,108.2435660905534,0.05043230771109553
107.2,58.8,0.0110668205,Right Foot,Off T,91.14324769284887,0.05396256351578706
102.8,34.8,0.067444965,Left Foot,Blocked,106.0457429602905,0.055467186140887526
104.4,51.9,0.08109221,Left Foot,Saved,93.9621072560636,0.05648717886963886
104.4,45.0,0.08542609,Right Foot,Saved,99.07707908492257,0.055945556124153306
107.6,56.5,0.02559387,Left Foot,Saved,92.99512675404019,0.05377973906427555
97.8,19.8,0.01091343,Right Foot,Off T,115.84601676363327,0.05465345222175081
115.0,29.3,0.048478007,Left Foot,Blocked,117.90931091309116,0.04776506580123772
102.0,51.7,0.03504776,Left Foot,Off T,92.47251267268561,0.05849135438841798
106.3,34.2,0.16714483,Right Foot,Goal,108.63944771582742,0.053223829623279775
100.9,20.7,0.011488415,Left Foot,Saved,116.66545161272037,0.053406027044732615
99.0,56.1,0.04606585,Left Foot,Blocked,87.20347240792651,0.061540547873568816
102.4,33.5,0.07217433,Right Foot,Blocked,106.8576511065071,0.055460036710525136
99.9,42.4,0.049639374,Right Foot,Post,98.2375569728808,0.058873354310013296
103.8,39.5,0.12848127,Right Foot,Saved,102.92807974503361,0.055634004838757974
94.4,25.7,0.041658394,Left Foot,Blocked,109.03649664217942,0.05806042692386772
105.4,18.7,0.007613767,Right Foot,Blocked,120.76190458915428,0.050849325500730375
114.1,26.1,0.039158177,Right Foot,Saved,119.82705704472592,0.04787846627082716
110.6,37.2,0.12407055,Left Foot,Blocked,109.0335893199889,0.05099572236601903
98.8,37.5,0.061612327,Right Foot,Off T,101.50758395312145,0.0586185683714602
112.6,15.7,0.0078124246,Right Foot,Saved,127.2742456273067,0.04713590218656631
106.6,28.1,0.044369835,Left Foot,Blocked,113.69509048327461,0.05204764185750796
115.7,29.7,0.051826213,Head,Off T,118.05156331027557,0.047440257051147336
112.8,28.1,0.15700933,Left Foot,Saved,117.45241419400455,0.04877306781186165
109.7,48.2,0.16067164,Right Foot,Goal,100.30374668974235,0.05226178186412684
109.9,49.3,0.31214735,Right Foot,Goal,99.66016054572661,0.052129053573833406
107.6,37.9,0.1424742,Right Foot,Off T,106.56572432072143,0.05293292284296415
114.8,36.5,0.3955568,Right Foot,Goal,112.33107139166795,0.04845281518770423
97.5,22.1,0.0122884065,Right Foot,Blocked,113.70961085150192,0.055424857313142395
97.3,30.5,0.04776465,Right Foot,Saved,106.45477725306648,0.05781402751480735
94.3,31.8,0.037000425,Left Foot,Saved,103.75340765488139,0.05997834706641725
113.6,37.8,0.10819121,Head,Blocked,110.56203507533678,0.04923748826639465
113.2,36.5,0.102099925,Head,Saved,111.26716317045205,0.04938334011169861
113.1,47.8,0.4412188,Right Foot,Saved,102.98676419812402,0.049851055352618585
106.6,39.8,0.27210635,Right Foot,Saved,104.46532247592978,0.05380902798450261
102.7,40.2,0.029511923,Right Foot,Blocked,101.69602548772494,0.05649454693606956
112.3,44.1,0.08104959,Head,Off T,105.05893393710028,0.0503555105964863
85.3,43.7,0.018411724,Right Foot,Off T,88.90837755802318,0.07065831234447258
108.8,53.6,0.03357311,Right Foot,Off T,95.86083454675325,0.05292058352587758
112.2,31.3,0.0875304,Head,Off T,114.58508454419362,0.04946152344707527
102.8,26.8,0.06166864,Right Foot,Off T,112.57397390160837,0.05383818652171662
107.7,39.8,0.7835,Right Foot,Goal,105.17357843108697,0.053087242119965405
105.8,27.2,0.04570999,Left Foot,Blocked,113.95762194781005,0.05231474055900926
109.8,37.3,0.1024136,Right Foot,Blocked,108.4385060760245,0.05149445548367335
91.6,43.0,0.04581602,Left Foot,Blocked,92.88037252293942,0.06534465421015012
104.5,44.2,0.15770543,Right Foot,Saved,99.74901302769868,0.05578242446893687
114.2,48.2,0.1677268,Right Foot,Saved,103.49614292329932,0.04908871219917181
112.5,33.5,0.16929331,Left Foot,Saved,113.08366637140838,0.04952532513524345
112.3,41.6,0.15622824,Head,Off T,106.87904191187344,0.050255754737284004
94.0,40.3,0.04361772,Right Foot,Saved,96.46204227570553,0.06270648076880035
105.4,42.2,0.29433554,Right Foot,Goal,101.85571952521862,0.05490908364893096
112.2,39.9,0.54601175,Right Foot,Saved,108.06508039140118,0.050223379855461686
115.6,49.8,0.08631221,Left Foot,Off T,103.41626371127512,0.04807066455429418
102.5,18.5,0.010357936,Right Foot,Off T,119.37803650588327,0.052136627270671455
104.9,39.7,0.11706126,Right Foot,Blocked,103.46181711143488,0.054925399694790954
114.6,41.0,0.3090264,Head,Off T,108.88986913390978,0.04878759366807537
110.2,26.8,0.05799438,Left Foot,Off T,116.88512137992586,0.04994284486723834
115.4,41.1,0.27720144,Right Foot,Goal,109.36982033449631,0.04829941067593916
113.8,46.1,0.08235023,Left Foot,Blocked,104.68022544874462,0.04938603815736644
99.5,55.6,0.025608072,Left Foot,Blocked,87.91009953355758,0.061028572400881956
96.5,34.7,0.045421854,Left Foot,Off T,102.50305166188956,0.05943315838995362
108.5,33.6,0.14145768,Right Foot,Saved,110.47128857762094,0.05183388615787107
96.2,34.8,0.07923236,Left Foot,Saved,102.25366301507248,0.05965325165920553
98.4,55.7,0.046973187,Right Foot,Off T,87.09120277042912,0.06208442735202539
101.2,44.8,0.07536486,Left Foot,Off T,97.17104301179442,0.058314840649456454
108.0,24.9,0.05796124,Left Foot,Blocked,117.10834983040279,0.0507653043972528
100.4,39.4,0.060821835,Left Foot,Off T,100.92426665574538,0.05793488995681753
118.0,44.2,0.28106615,Right Foot,Saved,109.00823638606397,0.04671275568538098
94.6,26.4,0.022451427,Right Foot,Off T,108.53277661609879,0.05816598815567106
113.4,28.3,0.13316546,Left Foot,Saved,117.6710567641848,0.04848651367660601
93.7,29.1,0.022933368,Right Foot,Saved,105.75032671344331,0.0595002970774886
97.6,44.3,0.05382589,Right Foot,Off T,95.32855605745846,0.06099056022402621
110.4,31.3,0.28016123,Left Foot,Saved,113.45412112391512,0.0504519156664326
103.6,32.7,0.032397743,Head,Saved,108.21096802080646,0.054581856404303124
105.8,35.2,0.051326882,Left Foot,Saved,107.54319876217184,0.053681778795351395
114.7,35.0,0.1198475,Head,Off T,113.38430932011713,0.048410259705032675
100.0,26.0,0.034823347,Right Foot,Blocked,111.70011459260013,0.05515153297232541
109.6,39.2,0.10194666,Left Foot,Goal,106.8655398152276,0.051804567325095634
106.8,34.6,0.58375424,Right Foot,Goal,108.63212968546645,0.052983297457264676
68.3,19.5,0.0047969674,Left Foot,Saved,104.50119425154911,0.06734578620984565
107.8,29.2,0.26431355,Left Foot,Off T,113.52400451005946,0.0515807657640289
98.5,34.3,0.059634212,Right Foot,Saved,103.95496909720093,0.05805662112348393
114.6,54.4,0.0206557,Right Foot,Off T,99.59600192778825,0.04843710652071561
103.0,22.1,0.016373863,Right Foot,Off T,116.6034544942816,0.052710431180671875
106.9,52.8,0.09066692,Left Foot,Off T,95.063439870436,0.05445878099545411
97.3,55.9,0.015267702,Right Foot,Off T,86.20428991645369,0.06317084870252287
95.3,41.2,0.04549022,Left Foot,Off T,96.46372167815214,0.06199804470856943
112.7,44.4,0.089097686,Head,Off T,105.11993911718176,0.05009863914736774
111.9,44.2,0.083537444,Head,Off T,104.71035096875572,0.050624502100003514
115.9,33.9,0.1521444,Head,Off T,115.0032503888477,0.047665596247065366
95.2,32.4,0.036086563,Left Foot,Saved,103.72295599335762,0.05960624354690499
110.1,43.1,0.3463066,Right Foot,Blocked,104.28520316900189,0.0517772495755194
89.8,40.6,0.025199624,Right Foot,Off T,93.90622769550484,0.06591335901167719
109.5,54.4,0.12810293,Left Foot,Saved,95.8174597868259,0.052331484098128996
104.2,49.3,0.10179729,Left Foot,Blocked,95.72826959681242,0.05649668733042317
94.0,55.3,0.02161511,Left Foot,Off T,84.49216295018137,0.06636817809509146
110.3,50.1,0.057950504,Right Foot,Saved,99.37816460369955,0.05183303253276851
102.3,31.3,0.052492436,Left Foot,Post,108.58848741924717,0.05507080823106768
99.9,28.8,0.048669264,Right Foot,Saved Off Target,109.29911985007017,0.05588656051302879
106.2,33.3,0.070784174,Left Foot,Wayward,109.29072055760271,0.0531424827106079
107.1,48.9,0.41267076,Right Foot,Off T,97.99675300743387,0.05421727788459005
100.9,30.2,0.05172727,Right Foot,Off T,108.69396303383182,0.0556443051831932
94.2,40.3,0.06679972,Left Foot,Saved,96.57484972807362,0.06256024568505683
108.0,40.0,0.7835,Right Foot,Goal,105.2157573750244,0.052912681721580576
112.5,35.2,0.077347964,Head,Off T,111.78866489944319,0.049684351871845264
98.6,21.5,0.009594058,Right Foot,Off T,114.78751500054351,0.054722503397428936
101.1,39.0,0.13354984,Left Foot,Saved,101.66549857252458,0.05737665198668387
108.8,29.4,0.15459204,Left Foot,Saved to Post,113.9679762038442,0.05106742858840621
103.5,48.0,0.3204304,Right Foot,Off T,96.22653272356851,0.05693940969123723
105.6,38.8,0.1286825,Left Foot,Off T,104.60173803527358,0.054336747688005727
105.1,28.1,0.036768384,Right Foot,Blocked,112.81845416420134,0.052858992616805385
89.1,46.2,0.030897133,Left Foot,Off T,88.82991388040405,0.06847111939018131
114.2,47.5,0.15227662,Left Foot,Off T,103.98298707000103,0.04910363695406417
98.8,30.7,0.03962588,Left Foot,Saved,107.10756089091004,0.05698482995250964
110.2,52.9,0.12261136,Right Foot,Post,97.35656937259036,0.051847511570350925
94.9,26.2,0.024586549,Left Foot,Off T,108.85723494559285,0.05794342122153995
116.2,31.2,0.17527242,Left Foot,Saved,117.23400359963829,0.0473060006101621
88.7,20.6,0.10752832,Right Foot,Goal,110.83898952985814,0.05922131320434354
112.9,49.9,0.027858607,Head,Saved,101.38100216509994,0.04994833000175517
102.9,27.1,0.03746189,Right Foot,Blocked,112.3819718638181,0.0538485894875709
114.4,43.4,0.20700896,Head,Saved,107.021622114412,0.048973105152432146
105.7,29.0,0.04496801,Left Foot,Blocked,112.43790108322017,0.05269691305759108
101.4,54.4,0.049011447,Left Foot,Off T,90.08433604128967,0.05920059510191217
86.8,36.9,0.018691551,Right Foot,Off T,95.53946619067953,0.06664088384329697
94.3,43.8,0.037845716,Right Foot,Blocked,93.76550325146238,0.06345394975621255
114.1,49.3,0.049725365,Head,Wayward,102.66354562355617,0.049124796339058543
109.5,22.6,0.014155507,Right Foot,Off T,119.85151480060651,0.049639941920290004
99.0,39.6,0.076766945,Left Foot,Blocked,99.92695131945136,0.05894967256628949
93.1,45.2,0.059487686,Left Foot,Blocked,91.92863318901243,0.06480246434847202
109.6,44.0,0.05838845,Head,Saved,103.28409170825873,0.05216861175688664
92.6,42.9,0.03224117,Right Foot,Blocked,93.52568417285168,0.06453062527287483
103.0,35.9,0.08964235,Right Foot,Off T,105.28421344152217,0.055546760928980865
98.3,57.5,0.01871808,Left Foot,Off T,85.70238969830422,0.06232112325785834
101.4,51.7,0.04672806,Right Foot,Blocked,92.06909144767315,0.059004688043215604
88.0,43.0,0.026620906,Right Foot,Blocked,90.91620097650363,0.06819455382907502
101.9,21.7,0.022515863,Right Foot,Off T,116.34735751189196,0.05315843579393596
94.0,50.6,0.024988044,Left Foot,Blocked,88.14304056475474,0.06540696988465697
91.0,47.3,0.027199345,Right Foot,Off T,89.00048089757718,0.06719570698727556
110.5,29.0,0.15781964,Left Foot,Blocked,115.32261530159641,0.05009537975754697
97.8,35.3,0.06508526,Right Foot,Saved,102.7343642604557,0.05875089707294053
113.7,39.9,0.22057752,Head,Goal,109.07764023850167,0.04929574033959846
94.2,30.2,0.01624422,Right Foot,Off T,105.06498750773257,0.05955043638966847
109.6,32.5,0.030817557,Head,Blocked,112.01720225036867,0.05105473382023614
98.1,41.6,0.036864728,Right Foot,Blocked,97.78442411754543,0.06003085302288225
111.8,52.7,0.08293867,Right Foot,Saved,98.65834784750858,0.05063900310686178
